"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~4세","2026년06월_계_5~9세","2026년06월_계_10~14세","2026년06월_계_15~19세","2026년06월_계_20~24세","2026년06월_계_25~29세","2026년06월_계_30~34세","2026년06월_계_35~39세","2026년06월_계_40~44세","2026년06월_계_45~49세","2026년06월_계_50~54세","2026년06월_계_55~59세","2026년06월_계_60~64세","2026년06월_계_65~69세","2026년06월_계_70~74세","2026년06월_계_75~79세","2026년06월_계_80~84세","2026년06월_계_85~89세","2026년06월_계_90~94세","2026년06월_계_95~99세","2026년06월_계_100세 이상","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0~4세","2026년06월_남_5~9세","2026년06월_남_10~14세","2026년06월_남_15~19세","2026년06월_남_20~24세","2026년06월_남_25~29세","2026년06월_남_30~34세","2026년06월_남_35~39세","2026년06월_남_40~44세","2026년06월_남_45~49세","2026년06월_남_50~54세","2026년06월_남_55~59세","2026년06월_남_60~64세","2026년06월_남_65~69세","2026년06월_남_70~74세","2026년06월_남_75~79세","2026년06월_남_80~84세","2026년06월_남_85~89세","2026년06월_남_90~94세","2026년06월_남_95~99세","2026년06월_남_100세 이상","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0~4세","2026년06월_여_5~9세","2026년06월_여_10~14세","2026년06월_여_15~19세","2026년06월_여_20~24세","2026년06월_여_25~29세","2026년06월_여_30~34세","2026년06월_여_35~39세","2026년06월_여_40~44세","2026년06월_여_45~49세","2026년06월_여_50~54세","2026년06월_여_55~59세","2026년06월_여_60~64세","2026년06월_여_65~69세","2026년06월_여_70~74세","2026년06월_여_75~79세","2026년06월_여_80~84세","2026년06월_여_85~89세","2026년06월_여_90~94세","2026년06월_여_95~99세","2026년06월_여_100세 이상"
"충청남도 공주시 (4415000000)","99,757","99,757","1,436","2,000","3,248","4,623","5,743","4,290","4,110","3,808","4,834","5,921","7,261","8,908","9,562","10,974","8,089","5,838","4,241","3,061","1,471","298","41","49,758","49,758","763","1,035","1,696","2,365","2,604","2,429","2,355","2,042","2,534","3,113","3,792","4,624","4,910","5,501","4,011","2,829","1,672","1,023","382","68","10","49,999","49,999","673","965","1,552","2,258","3,139","1,861","1,755","1,766","2,300","2,808","3,469","4,284","4,652","5,473","4,078","3,009","2,569","2,038","1,089","230","31"
"충청남도 보령시 (4418000000)","91,260","91,260","1,542","2,221","3,214","3,670","3,008","3,683","3,874","3,506","4,865","5,985","7,412","8,286","8,576","9,818","7,583","5,783","4,068","2,736","1,149","242","39","46,271","46,271","794","1,133","1,634","1,907","1,713","2,099","2,242","1,928","2,613","3,296","4,027","4,438","4,493","4,895","3,566","2,640","1,622","918","273","35","5","44,989","44,989","748","1,088","1,580","1,763","1,295","1,584","1,632","1,578","2,252","2,689","3,385","3,848","4,083","4,923","4,017","3,143","2,446","1,818","876","207","34"
"충청남도 아산시 (4420000000)","363,678","363,678","12,054","16,356","21,364","19,799","16,462","21,038","25,956","26,831","32,045","32,739","29,565","27,468","22,983","21,123","14,196","9,824","6,919","4,585","1,932","403","36","189,700","189,700","6,139","8,391","11,022","10,215","9,037","11,893","14,162","14,223","17,069","17,860","15,985","14,685","12,220","10,727","6,813","4,400","2,750","1,542","488","72","7","173,978","173,978","5,915","7,965","10,342","9,584","7,425","9,145","11,794","12,608","14,976","14,879","13,580","12,783","10,763","10,396","7,383","5,424","4,169","3,043","1,444","331","29"
"충청남도 서산시 (4421000000)","171,136","171,136","4,230","5,780","8,265","8,328","6,426","8,603","9,707","9,565","11,414","13,256","14,498","15,245","13,844","13,833","9,533","7,380","5,268","3,652","1,893","369","47","89,625","89,625","2,187","2,951","4,231","4,412","3,846","5,231","5,824","5,390","6,112","7,069","7,764","8,161","7,267","6,970","4,666","3,559","2,212","1,203","502","63","5","81,511","81,511","2,043","2,829","4,034","3,916","2,580","3,372","3,883","4,175","5,302","6,187","6,734","7,084","6,577","6,863","4,867","3,821","3,056","2,449","1,391","306","42"
"충청남도 논산시 (4423000000)","105,977","105,977","1,812","2,722","3,865","4,276","3,619","4,588","4,716","4,250","5,387","6,478","8,242","9,553","9,939","11,369","8,679","6,370","4,793","3,401","1,587","292","39","53,276","53,276","961","1,392","1,971","2,254","2,019","2,602","2,653","2,296","2,804","3,400","4,464","5,062","5,153","5,738","4,235","2,928","1,881","1,022","373","61","7","52,701","52,701","851","1,330","1,894","2,022","1,600","1,986","2,063","1,954","2,583","3,078","3,778","4,491","4,786","5,631","4,444","3,442","2,912","2,379","1,214","231","32"
"충청남도 계룡시 (4425000000)","45,959","45,959","1,291","1,949","2,911","3,095","2,208","2,131","2,501","2,767","3,604","4,143","4,363","3,977","3,207","3,003","2,031","1,219","757","509","231","57","5","22,839","22,839","660","987","1,493","1,615","1,255","1,187","1,309","1,427","1,774","1,988","2,187","1,908","1,580","1,393","979","588","297","149","53","8","2","23,120","23,120","631","962","1,418","1,480","953","944","1,192","1,340","1,830","2,155","2,176","2,069","1,627","1,610","1,052","631","460","360","178","49","3"
"충청남도 당진시 (4427000000)","172,400","172,400","4,636","6,408","8,701","8,260","5,624","8,098","9,772","10,639","13,276","14,129","14,354","14,687","13,630","13,448","9,218","6,964","4,957","3,639","1,626","298","36","92,747","92,747","2,344","3,292","4,445","4,369","3,310","4,829","5,768","6,126","7,482","7,976","8,158","8,333","7,570","7,058","4,525","3,354","2,062","1,229","450","62","5","79,653","79,653","2,292","3,116","4,256","3,891","2,314","3,269","4,004","4,513","5,794","6,153","6,196","6,354","6,060","6,390","4,693","3,610","2,895","2,410","1,176","236","31"
"충청남도 금산군 (4471000000)","48,939","48,939","586","878","1,679","2,243","1,641","1,449","1,452","1,480","2,110","2,678","3,684","4,679","5,160","6,055","4,493","3,365","2,566","1,830","766","128","17","24,929","24,929","304","429","893","1,201","942","857","799","773","1,108","1,402","2,059","2,561","2,818","3,131","2,274","1,590","998","550","205","33","2","24,010","24,010","282","449","786","1,042","699","592","653","707","1,002","1,276","1,625","2,118","2,342","2,924","2,219","1,775","1,568","1,280","561","95","15"
"충청남도 부여군 (4476000000)","57,762","57,762","573","942","1,773","1,953","1,683","1,775","1,735","1,623","2,332","2,967","3,971","5,046","5,776","7,399","5,921","4,552","3,515","2,673","1,240","276","37","28,804","28,804","303","490","953","1,052","921","1,031","982","843","1,297","1,598","2,195","2,717","2,973","3,769","2,919","2,085","1,397","886","332","54","7","28,958","28,958","270","452","820","901","762","744","753","780","1,035","1,369","1,776","2,329","2,803","3,630","3,002","2,467","2,118","1,787","908","222","30"
"충청남도 서천군 (4477000000)","46,761","46,761","519","807","1,311","1,449","1,297","1,391","1,394","1,317","1,826","2,369","3,268","4,132","4,736","5,666","4,868","3,964","2,941","2,230","1,029","229","18","23,292","23,292","275","396","673","751","750","789","804","725","1,011","1,303","1,768","2,286","2,536","2,863","2,310","1,853","1,148","740","273","36","2","23,469","23,469","244","411","638","698","547","602","590","592","815","1,066","1,500","1,846","2,200","2,803","2,558","2,111","1,793","1,490","756","193","16"
"충청남도 청양군 (4479000000)","30,051","30,051","347","459","733","1,159","1,141","1,060","867","880","1,155","1,380","1,972","2,680","3,255","3,854","2,939","2,248","1,719","1,399","674","122","8","15,467","15,467","164","239","381","626","691","622","515","473","624","823","1,142","1,499","1,741","1,996","1,516","1,072","674","444","201","21","3","14,584","14,584","183","220","352","533","450","438","352","407","531","557","830","1,181","1,514","1,858","1,423","1,176","1,045","955","473","101","5"
"충청남도 홍성군 (4480000000)","101,566","101,566","2,455","3,544","4,696","4,776","3,691","4,552","5,420","5,265","6,290","7,008","7,996","8,329","8,322","8,935","6,833","5,244","3,772","2,823","1,330","259","26","50,917","50,917","1,255","1,829","2,428","2,434","2,064","2,469","2,994","2,774","3,173","3,596","4,226","4,470","4,233","4,467","3,308","2,424","1,444","908","370","47","4","50,649","50,649","1,200","1,715","2,268","2,342","1,627","2,083","2,426","2,491","3,117","3,412","3,770","3,859","4,089","4,468","3,525","2,820","2,328","1,915","960","212","22"
"충청남도 예산군 (4481000000)","78,318","78,318","1,436","1,724","2,563","2,839","2,423","2,883","3,225","3,266","3,848","4,454","5,827","6,916","7,631","8,751","6,984","5,232","3,848","2,930","1,256","244","38","39,389","39,389","738","865","1,346","1,504","1,340","1,649","1,734","1,756","2,076","2,377","3,199","3,757","3,977","4,335","3,419","2,443","1,499","989","333","48","5","38,929","38,929","698","859","1,217","1,335","1,083","1,234","1,491","1,510","1,772","2,077","2,628","3,159","3,654","4,416","3,565","2,789","2,349","1,941","923","196","33"
"충청남도 태안군 (4482500000)","59,039","59,039","709","1,120","1,706","1,940","1,679","2,058","1,978","1,878","2,647","3,418","4,372","5,368","6,141","7,357","5,589","4,517","3,358","2,001","994","187","22","29,959","29,959","365","575","845","1,016","986","1,201","1,204","1,040","1,405","1,933","2,439","2,886","3,177","3,645","2,704","2,203","1,411","660","229","31","4","29,080","29,080","344","545","861","924","693","857","774","838","1,242","1,485","1,933","2,482","2,964","3,712","2,885","2,314","1,947","1,341","765","156","18"
"전북특별자치도  (5200000000)","1,718,633","1,718,633","35,658","49,443","75,118","82,962","78,884","89,164","91,459","81,452","102,047","121,124","142,585","153,793","144,784","149,359","108,159","87,638","62,144","41,061","17,623","3,707","469","856,605","856,605","18,105","25,285","38,655","42,953","42,811","48,454","48,812","42,372","51,892","62,075","73,639","79,908","74,470","73,786","51,816","39,480","23,963","13,072","4,351","650","56","862,028","862,028","17,553","24,158","36,463","40,009","36,073","40,710","42,647","39,080","50,155","59,049","68,946","73,885","70,314","75,573","56,343","48,158","38,181","27,989","13,272","3,057","413"
"전북특별자치도 전주시 (5211000000)","620,874","620,874","14,195","21,312","31,804","33,869","35,119","39,749","39,413","34,896","42,160","48,389","53,552","53,564","45,863","43,270","30,518","23,813","15,488","9,296","3,726","792","86","304,497","304,497","7,194","10,920","16,232","17,389","18,558","20,842","20,760","17,895","20,867","23,723","26,177","26,495","22,155","20,189","14,028","10,356","6,254","3,265","1,028","159","11","316,377","316,377","7,001","10,392","15,572","16,480","16,561","18,907","18,653","17,001","21,293","24,666","27,375","27,069","23,708","23,081","16,490","13,457","9,234","6,031","2,698","633","75"
"전북특별자치도 전주시 완산구 (5211100000)","313,529","313,529","5,998","9,427","14,505","16,343","17,239","20,641","19,979","16,414","19,713","23,229","27,286","28,346","24,961","23,765","16,933","12,953","8,258","4,942","2,084","461","52","151,882","151,882","3,051","4,853","7,449","8,387","9,081","10,641","10,532","8,436","9,680","11,246","12,950","13,720","11,865","10,907","7,785","5,673","3,291","1,698","549","81","7","161,647","161,647","2,947","4,574","7,056","7,956","8,158","10,000","9,447","7,978","10,033","11,983","14,336","14,626","13,096","12,858","9,148","7,280","4,967","3,244","1,535","380","45"
"전북특별자치도 전주시 덕진구 (5211300000)","307,345","307,345","8,197","11,885","17,299","17,526","17,880","19,108","19,434","18,482","22,447","25,160","26,266","25,218","20,902","19,505","13,585","10,860","7,230","4,354","1,642","331","34","152,615","152,615","4,143","6,067","8,783","9,002","9,477","10,201","10,228","9,459","11,187","12,477","13,227","12,775","10,290","9,282","6,243","4,683","2,963","1,567","479","78","4","154,730","154,730","4,054","5,818","8,516","8,524","8,403","8,907","9,206","9,023","11,260","12,683","13,039","12,443","10,612","10,223","7,342","6,177","4,267","2,787","1,163","253","30"
"전북특별자치도 군산시 (5213000000)","255,591","255,591","5,488","7,949","12,394","12,590","10,807","12,716","13,384","12,456","17,248","20,143","22,616","22,922","20,659","21,560","15,575","12,235","7,931","4,590","1,882","395","51","129,749","129,749","2,760","4,004","6,342","6,543","6,013","7,195","7,377","6,513","8,889","10,612","11,868","12,099","10,738","10,499","7,479","5,578","3,164","1,519","499","53","5","125,842","125,842","2,728","3,945","6,052","6,047","4,794","5,521","6,007","5,943","8,359","9,531","10,748","10,823","9,921","11,061","8,096","6,657","4,767","3,071","1,383","342","46"
"전북특별자치도 익산시 (5214000000)","266,758","266,758","5,274","7,256","11,300","13,175","13,515","14,649","14,928","12,486","15,350","18,499","22,511","24,626","22,998","23,493","16,690","12,812","8,819","5,462","2,334","525","56","132,640","132,640","2,668","3,668","5,844","6,648","7,247","8,058","8,010","6,678","7,808","9,475","11,444","12,401","11,667","11,487","7,944","5,829","3,472","1,637","554","95","6","134,118","134,118","2,606","3,588","5,456","6,527","6,268","6,591","6,918","5,808","7,542","9,024","11,067","12,225","11,331","12,006","8,746","6,983","5,347","3,825","1,780","430","50"
"전북특별자치도 정읍시 (5218000000)","100,738","100,738","1,698","2,373","3,664","4,352","3,688","4,263","4,153","3,827","4,843","6,462","8,269","9,450","9,414","10,020","7,286","6,476","4,965","3,543","1,634","323","35","50,378","50,378","886","1,228","1,899","2,298","2,143","2,327","2,260","2,043","2,526","3,323","4,399","5,114","5,052","5,162","3,382","2,931","1,818","1,149","377","57","4","50,360","50,360","812","1,145","1,765","2,054","1,545","1,936","1,893","1,784","2,317","3,139","3,870","4,336","4,362","4,858","3,904","3,545","3,147","2,394","1,257","266","31"
"전북특별자치도 남원시 (5219000000)","73,812","73,812","1,271","1,836","2,713","3,195","2,504","2,789","2,772","2,652","3,463","4,473","6,094","7,042","6,847","7,459","5,770","4,942","3,670","2,769","1,239","271","41","36,310","36,310","630","957","1,445","1,707","1,426","1,516","1,497","1,352","1,775","2,222","3,185","3,714","3,658","3,729","2,807","2,202","1,300","864","271","46","7","37,502","37,502","641","879","1,268","1,488","1,078","1,273","1,275","1,300","1,688","2,251","2,909","3,328","3,189","3,730","2,963","2,740","2,370","1,905","968","225","34"
"전북특별자치도 김제시 (5221000000)","81,631","81,631","1,889","1,594","2,524","3,063","2,744","3,391","3,735","3,220","3,910","4,644","6,014","7,128","7,775","8,680","6,500","5,642","4,284","3,037","1,495","323","39","40,952","40,952","955","816","1,332","1,560","1,497","1,932","1,974","1,686","2,112","2,586","3,359","3,981","4,152","4,438","3,188","2,517","1,585","880","339","55","8","40,679","40,679","934","778","1,192","1,503","1,247","1,459","1,761","1,534","1,798","2,058","2,655","3,147","3,623","4,242","3,312","3,125","2,699","2,157","1,156","268","31"
"전북특별자치도 완주군 (5271000000)","100,102","100,102","2,640","2,944","4,257","4,341","3,791","4,688","6,098","5,222","6,132","6,852","7,928","8,893","8,756","8,978","6,510","4,900","3,509","2,346","1,040","242","35","51,435","51,435","1,395","1,478","2,160","2,288","2,141","2,592","3,195","2,714","3,180","3,618","4,322","4,810","4,740","4,658","3,354","2,384","1,375","733","257","39","2","48,667","48,667","1,245","1,466","2,097","2,053","1,650","2,096","2,903","2,508","2,952","3,234","3,606","4,083","4,016","4,320","3,156","2,516","2,134","1,613","783","203","33"
"전북특별자치도 진안군 (5272000000)","24,689","24,689","401","427","623","850","775","779","752","659","903","1,164","1,691","2,372","2,779","3,154","2,262","1,906","1,472","1,121","485","94","20","12,606","12,606","206","223","283","462","440","435","378","326","444","670","969","1,317","1,525","1,755","1,179","904","607","339","124","18","2","12,083","12,083","195","204","340","388","335","344","374","333","459","494","722","1,055","1,254","1,399","1,083","1,002","865","782","361","76","18"
"전북특별자치도 무주군 (5273000000)","23,326","23,326","278","406","700","949","755","734","828","705","954","1,280","1,731","2,215","2,435","2,770","2,059","1,565","1,356","1,067","446","77","16","11,772","11,772","137","207","382","475","396","424","453","381","519","688","988","1,238","1,324","1,477","1,031","689","497","337","114","13","2","11,554","11,554","141","199","318","474","359","310","375","324","435","592","743","977","1,111","1,293","1,028","876","859","730","332","64","14"
"전북특별자치도 장수군 (5274000000)","21,169","21,169","299","369","627","812","657","695","641","646","839","1,148","1,481","1,963","2,237","2,519","2,009","1,560","1,210","938","431","77","11","10,699","10,699","142","201","326","424","362","390","348","319","455","674","828","1,081","1,269","1,293","1,012","746","438","258","116","14","3","10,470","10,470","157","168","301","388","295","305","293","327","384","474","653","882","968","1,226","997","814","772","680","315","63","8"
"전북특별자치도 임실군 (5275000000)","25,342","25,342","449","497","619","733","637","797","854","773","951","1,226","1,548","2,354","2,706","3,083","2,318","2,093","1,635","1,350","577","124","18","13,157","13,157","232","263","326","403","376","460","462","423","521","752","922","1,326","1,548","1,726","1,243","949","617","425","150","31","2","12,185","12,185","217","234","293","330","261","337","392","350","430","474","626","1,028","1,158","1,357","1,075","1,144","1,018","925","427","93","16"
"전북특별자치도 순창군 (5277000000)","27,584","27,584","419","622","843","1,137","1,043","928","845","851","1,160","1,577","2,104","2,532","2,692","3,124","2,220","1,931","1,663","1,262","510","106","15","13,698","13,698","212","319","458","579","567","523","435","412","586","831","1,203","1,427","1,453","1,681","1,081","862","553","370","128","17","1","13,886","13,886","207","303","385","558","476","405","410","439","574","746","901","1,105","1,239","1,443","1,139","1,069","1,110","892","382","89","14"
"전북특별자치도 고창군 (5279000000)","50,071","50,071","690","974","1,578","2,290","1,397","1,549","1,588","1,562","2,104","2,605","3,548","4,474","4,842","5,771","4,290","4,000","3,296","2,296","986","197","34","25,169","25,169","337","521","847","1,348","791","920","855","811","1,143","1,436","2,027","2,517","2,629","2,911","2,068","1,851","1,230","687","215","22","3","24,902","24,902","353","453","731","942","606","629","733","751","961","1,169","1,521","1,957","2,213","2,860","2,222","2,149","2,066","1,609","771","175","31"
"전북특별자치도 부안군 (5280000000)","46,946","46,946","667","884","1,472","1,606","1,452","1,437","1,468","1,497","2,030","2,662","3,498","4,258","4,781","5,478","4,152","3,763","2,846","1,984","838","161","12","23,543","23,543","351","480","779","829","854","840","808","819","1,067","1,465","1,948","2,388","2,560","2,781","2,020","1,682","1,053","609","179","31","0","23,403","23,403","316","404","693","777","598","597","660","678","963","1,197","1,550","1,870","2,221","2,697","2,132","2,081","1,793","1,375","659","130","12"
"전라남도  (4600000000)","1,773,646","1,773,646","41,343","51,882","74,815","79,232","69,279","84,713","90,154","80,744","103,574","120,697","139,569","160,473","160,154","162,102","114,594","94,482","71,512","50,109","19,391","4,251","576","896,552","896,552","21,069","26,607","38,130","41,086","38,718","47,080","48,878","42,191","54,483","63,898","74,802","86,359","85,266","82,409","55,919","43,008","26,867","14,736","4,253","721","72","877,094","877,094","20,274","25,275","36,685","38,146","30,561","37,633","41,276","38,553","49,091","56,799","64,767","74,114","74,888","79,693","58,675","51,474","44,645","35,373","15,138","3,530","504"
"전라남도 목포시 (4611000000)","199,524","199,524","3,593","6,002","10,218","10,794","9,274","11,032","10,294","8,919","13,549","16,523","18,208","17,673","16,020","16,097","11,395","8,895","6,245","3,405","1,113","241","34","99,221","99,221","1,824","3,073","5,230","5,609","5,054","5,997","5,533","4,603","6,922","8,491","9,457","9,144","7,842","7,544","5,179","3,851","2,467","1,092","266","39","4","100,303","100,303","1,769","2,929","4,988","5,185","4,220","5,035","4,761","4,316","6,627","8,032","8,751","8,529","8,178","8,553","6,216","5,044","3,778","2,313","847","202","30"
"전라남도 여수시 (4613000000)","260,502","260,502","5,940","8,023","11,550","11,983","10,926","13,312","14,471","12,618","16,305","18,906","21,445","23,709","23,035","22,814","16,706","13,161","8,323","5,037","1,753","425","60","132,348","132,348","3,035","4,146","5,798","6,185","6,165","7,464","8,078","6,791","8,596","9,890","11,248","12,481","11,882","11,072","8,024","6,052","3,338","1,629","400","68","6","128,154","128,154","2,905","3,877","5,752","5,798","4,761","5,848","6,393","5,827","7,709","9,016","10,197","11,228","11,153","11,742","8,682","7,109","4,985","3,408","1,353","357","54"
"전라남도 순천시 (4615000000)","274,131","274,131","7,701","9,950","13,672","14,047","13,266","15,790","17,549","15,101","18,247","19,881","22,529","24,884","22,902","21,072","13,355","10,113","6,856","4,666","2,067","429","54","136,801","136,801","3,949","5,154","6,963","7,295","7,259","8,573","9,326","7,780","9,270","9,821","11,119","12,419","11,638","10,426","6,525","4,679","2,613","1,448","465","71","8","137,330","137,330","3,752","4,796","6,709","6,752","6,007","7,217","8,223","7,321","8,977","10,060","11,410","12,465","11,264","10,646","6,830","5,434","4,243","3,218","1,602","358","46"
"전라남도 나주시 (4617000000)","116,691","116,691","3,904","4,407","5,488","5,035","4,128","5,608","7,422","7,185","8,025","8,302","8,413","8,813","9,233","9,700","6,738","5,480","4,367","3,007","1,155","244","37","59,076","59,076","1,989","2,288","2,807","2,626","2,291","2,887","3,749","3,668","4,203","4,420","4,724","4,799","4,989","5,024","3,295","2,499","1,649","854","265","40","10","57,615","57,615","1,915","2,119","2,681","2,409","1,837","2,721","3,673","3,517","3,822","3,882","3,689","4,014","4,244","4,676","3,443","2,981","2,718","2,153","890","204","27"
"전라남도 광양시 (4623000000)","155,975","155,975","5,023","5,685","7,812","8,066","6,407","9,135","11,031","9,286","10,664","11,736","12,902","16,533","13,547","10,898","6,538","4,611","2,848","2,109","907","216","21","81,872","81,872","2,597","2,876","3,995","4,125","3,697","5,283","6,259","5,058","5,714","6,219","6,597","8,747","7,574","5,677","3,343","2,163","1,060","640","222","25","1","74,103","74,103","2,426","2,809","3,817","3,941","2,710","3,852","4,772","4,228","4,950","5,517","6,305","7,786","5,973","5,221","3,195","2,448","1,788","1,469","685","191","20"
"전라남도 담양군 (4671000000)","44,031","44,031","764","860","1,335","1,445","1,302","1,749","1,673","1,488","1,992","2,295","3,191","4,220","4,803","5,127","3,618","3,034","2,451","1,831","690","139","24","22,268","22,268","399","434","700","768","755","1,011","900","746","1,020","1,270","1,801","2,243","2,608","2,734","1,808","1,435","921","545","139","29","2","21,763","21,763","365","426","635","677","547","738","773","742","972","1,025","1,390","1,977","2,195","2,393","1,810","1,599","1,530","1,286","551","110","22"
"전라남도 곡성군 (4672000000)","27,657","27,657","342","414","663","934","873","925","1,021","790","1,012","1,363","1,982","2,672","3,083","3,323","2,298","2,043","1,658","1,427","646","157","31","13,814","13,814","167","200","341","524","511","512","541","397","544","733","1,094","1,479","1,678","1,802","1,177","931","607","394","150","28","4","13,843","13,843","175","214","322","410","362","413","480","393","468","630","888","1,193","1,405","1,521","1,121","1,112","1,051","1,033","496","129","27"
"전라남도 구례군 (4673000000)","24,337","24,337","276","415","713","815","758","787","683","609","923","1,289","1,730","2,461","2,740","2,943","2,047","1,800","1,579","1,191","462","104","12","11,905","11,905","130","207","356","434","410","438","381","288","477","654","951","1,332","1,504","1,523","972","816","549","354","109","18","2","12,432","12,432","146","208","357","381","348","349","302","321","446","635","779","1,129","1,236","1,420","1,075","984","1,030","837","353","86","10"
"전라남도 고흥군 (4677000000)","58,976","58,976","806","928","1,393","1,654","1,388","1,517","1,558","1,512","2,075","2,791","3,759","5,083","6,099","7,389","5,892","5,587","4,323","3,375","1,445","351","51","29,289","29,289","412","447","724","901","832","880","875","802","1,167","1,580","2,211","2,962","3,351","3,801","2,864","2,546","1,591","952","321","66","4","29,687","29,687","394","481","669","753","556","637","683","710","908","1,211","1,548","2,121","2,748","3,588","3,028","3,041","2,732","2,423","1,124","285","47"
"전라남도 보성군 (4678000000)","37,559","37,559","514","619","949","1,225","1,081","1,151","1,022","1,013","1,380","1,838","2,531","3,342","4,025","4,395","3,539","3,147","2,565","2,130","860","213","20","18,473","18,473","264","317","501","612","602","613","577","544","737","1,008","1,432","1,885","2,186","2,292","1,711","1,431","923","624","173","39","2","19,086","19,086","250","302","448","613","479","538","445","469","643","830","1,099","1,457","1,839","2,103","1,828","1,716","1,642","1,506","687","174","18"
"전라남도 화순군 (4679000000)","59,909","59,909","1,115","1,303","2,089","2,477","2,455","2,891","2,673","2,167","2,608","3,585","4,718","5,937","6,038","6,051","4,082","3,499","2,934","2,249","857","158","23","29,680","29,680","586","672","1,084","1,278","1,288","1,515","1,400","1,090","1,330","1,821","2,436","3,186","3,267","3,228","2,077","1,563","1,006","627","192","32","2","30,229","30,229","529","631","1,005","1,199","1,167","1,376","1,273","1,077","1,278","1,764","2,282","2,751","2,771","2,823","2,005","1,936","1,928","1,622","665","126","21"
"전라남도 장흥군 (4680000000)","33,952","33,952","566","665","1,103","1,143","993","1,188","1,094","1,112","1,457","1,804","2,304","3,115","3,437","3,843","2,887","2,551","2,099","1,686","733","159","13","16,794","16,794","289","329","560","605","584","652","633","601","775","1,012","1,260","1,765","1,828","1,937","1,415","1,126","764","485","144","27","3","17,158","17,158","277","336","543","538","409","536","461","511","682","792","1,044","1,350","1,609","1,906","1,472","1,425","1,335","1,201","589","132","10"
"전라남도 강진군 (4681000000)","31,666","31,666","663","709","926","1,116","886","1,183","1,095","1,041","1,328","1,613","2,132","2,708","3,202","3,692","2,627","2,418","2,009","1,566","594","138","20","15,593","15,593","330","341","483","575","507","669","613","534","694","882","1,196","1,484","1,687","1,897","1,291","1,083","751","439","113","22","2","16,073","16,073","333","368","443","541","379","514","482","507","634","731","936","1,224","1,515","1,795","1,336","1,335","1,258","1,127","481","116","18"
"전라남도 해남군 (4682000000)","62,027","62,027","1,067","1,345","1,944","2,305","1,912","2,179","2,031","1,937","2,699","3,534","4,551","5,626","6,271","7,180","5,260","4,591","3,750","2,659","951","208","27","31,262","31,262","562","701","953","1,207","1,102","1,239","1,135","1,057","1,465","1,930","2,582","3,169","3,433","3,725","2,510","2,072","1,402","796","191","29","2","30,765","30,765","505","644","991","1,098","810","940","896","880","1,234","1,604","1,969","2,457","2,838","3,455","2,750","2,519","2,348","1,863","760","179","25"
"전라남도 영암군 (4683000000)","50,076","50,076","795","1,150","1,750","2,010","1,768","2,161","1,910","1,782","2,730","3,415","4,233","4,855","5,087","4,904","3,495","2,927","2,453","1,756","726","146","23","26,445","26,445","394","587","886","1,047","1,075","1,323","1,102","957","1,564","2,060","2,516","2,785","2,908","2,642","1,714","1,325","882","486","159","27","6","23,631","23,631","401","563","864","963","693","838","808","825","1,166","1,355","1,717","2,070","2,179","2,262","1,781","1,602","1,571","1,270","567","119","17"
"전라남도 무안군 (4684000000)","95,659","95,659","3,249","3,986","5,654","5,350","4,218","4,913","5,716","5,640","7,392","7,710","7,222","7,082","6,690","6,623","4,760","3,786","2,928","1,869","696","153","22","48,111","48,111","1,613","2,076","2,855","2,707","2,300","2,655","2,898","2,774","3,745","3,974","3,835","3,877","3,577","3,373","2,302","1,751","1,134","498","143","23","1","47,548","47,548","1,636","1,910","2,799","2,643","1,918","2,258","2,818","2,866","3,647","3,736","3,387","3,205","3,113","3,250","2,458","2,035","1,794","1,371","553","130","21"
"전라남도 함평군 (4686000000)","29,601","29,601","434","474","745","949","821","978","946","900","1,114","1,506","2,138","2,709","3,151","3,510","2,675","2,249","2,001","1,571","591","122","17","15,132","15,132","229","242","377","508","472","560","554","464","627","876","1,272","1,600","1,821","1,902","1,340","1,007","691","440","128","22","0","14,469","14,469","205","232","368","441","349","418","392","436","487","630","866","1,109","1,330","1,608","1,335","1,242","1,310","1,131","463","100","17"
"전라남도 영광군 (4687000000)","53,902","53,902","1,830","1,498","1,752","2,164","1,914","2,513","2,661","2,469","2,740","3,260","3,977","4,642","4,808","5,083","3,819","3,376","2,715","1,857","663","141","20","27,011","27,011","924","730","891","1,118","1,035","1,393","1,357","1,242","1,489","1,803","2,240","2,623","2,584","2,618","1,829","1,478","989","505","133","28","2","26,891","26,891","906","768","861","1,046","879","1,120","1,304","1,227","1,251","1,457","1,737","2,019","2,224","2,465","1,990","1,898","1,726","1,352","530","113","18"
"전라남도 장성군 (4688000000)","43,095","43,095","909","962","1,434","1,582","1,473","1,848","1,835","1,624","1,954","2,560","3,266","3,988","4,231","4,521","3,310","2,851","2,254","1,673","685","118","17","22,160","22,160","447","504","720","821","830","1,137","964","846","1,034","1,410","1,822","2,275","2,383","2,434","1,677","1,311","875","483","156","27","4","20,935","20,935","462","458","714","761","643","711","871","778","920","1,150","1,444","1,713","1,848","2,087","1,633","1,540","1,379","1,190","529","91","13"
